name,company_name_unique,founded_year,founded_date,closed_date,acquired_date,acquired_by_company_name_unique,employees,domain,total_funding_usd,annual_revenue,hq_region,status,ipo_date,independence,stock_symbol_1,stock_symbol_2,competitor_1,competitor_2,competitor_3,competitor_4,competitor_5,competitor_6,competitor_7,competitor_8,competitor_9,competitor_10,notes
Advance Auto Parts,advanceautoparts,1932,1932,,,,"40,000",advanceautoparts.com,$ -,$9.7B,"Roanoke,Virginia",Private,,Y,NYSE,,Pep Boys,AutoZone,U.S. Auto Parts,NAPA,O'Reilly Auto Parts,Parts Authority,Amazon,,,,
ACDelco,acdelco,1916,1916,,,,418,acdelco.com,$ -,$14.7M,"Detroit,Michigan",Private,,General Motors,,,Gates,WeatherTech,WORLDPAC,,,,,,,,
Pep Boys,pepboys,1921,1921,,,,"13,874",pepboys.com,$ -,$2.1B,"Philadelphia,Pennsylvania",Private,,Icahn Enterprises L.p.,NYSE,,U.S. Auto Parts,AutoZone,O'Reilly Auto Parts,Advance Auto Parts,WOTM,AAMCO,,,,,
Continental,continental-corporation,1971,1971,,,,"243,311",continental-corporation.com,$ -,$51.7B,"Hanover,Saxony",public,2016-07-22,Y,CON,,Delphi Technologies,Bosch,Harman,Johnson Controls,Goodyear,Valeo,ZF TRW,,,,
1A Auto,1aauto,1999,1999,,,,449,1aauto.com,$ -,$50.3M,"Pepperell,Massachusetts",Private,,Y,,,Parts Geek,APW,4WheelParts,Fortbras Group,Ron The Parts Guy,UGN,HANSUN,,,,
MDS,mydealerservice,2012,2012,,,,37,mydealerservice.com,$ -,$2.3M,"Denver,Colorado",Private,,Y,,,myKaarma,Xtime,TimeHighway,Text2drive,,,,,,,
Wincor Nixdorf,wincor-nixdorf,1952,1952,,,,"9,198",wincor-nixdorf.com,$ -,$45M,"PaderbornNorth ,Rhine-Westphalia",Private,,"Diebold, Incorporated",NCR,,NCR,Fiserv,Korala Associates,FIS,Escher Group,TSYS,Paymentus,Euronet,,,
SCAN COIN,scancoin,1966,1966,,,,25,scancoin.com,$ -,$35M,"Oud-Beijerland,Noord-Brabant",Private,,Suzo-Happ Group,,,Cummins Allison,Glory,ARCA,New Release DVD's,Wincor Nixdorf,,,,,,
Hyosung,hyosung,1966,1966/6/1,,,,"8,061",hyosung.com,$ -,$9.9B,"Mapo-gu,Seoul Teugbyeolsi",public,2003-01-10,Y,Korea Exchange,,Flowserve,SPX,Velan,AES Seal,ARCA,Sulzer,Wincor Nixdorf,SCAN COIN,,,
Tidel Engineering,tidel,1978,1978,,,,60,tidel.com,$ -,$12.3M,"Carrollton,Texas",Private,,"Littlejohn & Co., LLC",Glory,,SCAN COIN,NCR,Fiserv,Korala Associates,Diebold Nixdorf,Cummins Allison,,,,,
NCR,ncr,1884,1884,,,,"34,000",ncr.com,$820M,$6.5B,"Atlanta,Georgia",public,1996-12-20,Y,NYSE,,Fiserv,Diebold Nixdorf,FIS,TSYS,Paymentus,Euronet,KUBRA,Unisys,,,
Flowserve,flowserve,1997,1997,,,,"17,000",flowserve.com,$ -,$3.8B,"Irving,Texas",public,1997-08-01,Y,NYSE,,Velan,SPX,Sulzer,SWI Valve,Bonney Forge,Omb Valves,Siemens,AES Seal,,,
SPX,spx,1912,1912,,,,"5,000",spx.com,$ -,$1.4B,CharlotteNorth Carolina,public,1989-04-07,Y,NYSE,,Flowserve,Velan,AES Seal,Sulzer,SWI Valve,Bonney Forge,Omb Valves,Pentair,,,
Velan,velan,1950,1950,,,,"2,070",velan.com,$ -,$306M,MontrealㄝQuebec,public,1999-04-09,Y,TMX,,Red Valve,Victaulic,Val-Matic,Onyx Valve,Bermad Control Valves,Cla-Val,Atlas Pipe Threading Company,RF Valves,,,
Audatex,audaexplore,1966,1966,,,,285,audaexplore.com,$ -,$88.2M,"San Diego,California",Private,,A Solera Company,,,Mitchell,CCC Information Services,Mechanic Business Pro,Estify,ALLDATA,PartsTrader,,,,,
Wood Mackenzie,woodmac,1973,1973,,,,"1,171",woodmac.com,$ -,$385.8M,"Edinburgh,Scotland",Private,,"Verisk Analytics, Inc.",,,Hart Energy,Genscape,PIRA,IHS Markit,Gulf Publishing,,,,,,
Verisk,verisk,1971,1971,,,,"7,079",verisk.com,$ -,$2.3B,"Jersey City,New Jersey",public,2009-10-07,Y,NASDAQ,,SCIO,Equifax,CoreLogic,TransUnion,LexisNexis,,,,,,
Dun & Bradstreet,dnb,1841,2010,,,,"4,900",dnb.com,$ -,$1.8B,"Short Hills,New Jersey",public,2000-10-13,Y,NYSE,,Infogroup,Graydon,Creditsafe,Roularta Media Group,Bureau van Dijk,Epsilon Data Management,,,,,
PartsTrader,partstrader,2010,,,,,70,partstrader.us.com,$ -,$12M,"Chicago,Illinois",Private,,Y,,,Mitchell,CCC ONE,Audatex,FleetPride,OEConnection,AudaExplore,Ryder Fleet,,,,
FactSet,factset,1978,1978,,,,"9,074",factset.com,$ -,$1.1B,"Norwalk,Connecticut",public,1996-06-05,Y,NYSE,,MSCI,Morningstar,Fitch Ratings,Moody's,S&P Global,Dbrs,,,,,
Knovel,knovel,2000,2000/1/12,,,,147,knovel.com,$ -,$5.5M,"New York,New York",Private,,Elsevier B.V.,,,Wood Mackenzie,Verisk,Dun & Bradstreet,,,,,,,,
AudaExplore,audaexplore,1979,1979,,,,285,audaexplore.com,$ -,$88.2M,"San Diego,California",Private,,A Solera Company,,,Mitchell,CCC Information Services,Mechanic Business Pro,Estify,ALLDATA,PartsTrader,,,,,
Estify,estify,2012,2012,,,,46,estify.com,$7.8M,$6.5M,"Agoura Hills, California",Private,,Y,,,Mitchell,CCC Information Services,AudaExplore,Mechanic Business Pro,Adam Systems,Deutsche Automobil Treuhand,Eitacies,Raaga Software,,,
Mechanic Business Pro,mechanicbusinesspro,2012,2012,,,,59,mechanicbusinesspro.com,$ -,$9.4M,"Niagara Falls, Ontario",Private,,Y,,,CCC Information Services,AudaExplore,Mitchell,Shop Boss Pro,Autorepairsoftware,Adam Systems,Deutsche Automobil Treuhand,Estify,,,
ALLDATA,alldata,1986,1986,,,,434,alldata.com,$ -,$9.5M,"Elk Grove, California",Private,,"Subsidiary of AutoZone, Inc",,,Motologic,Motor Information System,Mitchell 1,Winworks,Snap-on,Progressive Automotive Systs,Identifix,,,,
Identifix,alldata,1986,1986,,,,434,alldata.com,$ -,$9.5M,"Elk Grove, California",Private,,"Subsidiary of AutoZone, Inc",,,Motologic,Motor Information System,Mitchell 1,Winworks,Snap-on,Progressive Automotive Systs,Identifix,,,,
Motor Information System,identifix,1987,1987,,,,185,identifix.com,$ -,$12.7M,"Roseville, Minnesota",Private,,"Subsidiary of Solera Holdings, Inc.",,,ALLDATA,Mitchell 1,Motor Information System,Motologic,Snap-on,Progressive Automotive Systs,Winworks,,,,
Motologic,motor,1903,1903,,,,86,motor.com,$ -,$5.3M,"Troy, Michigan",Private,,Y,,,ALLDATA,Mitchell 1,Identifix,Motologic,Winworks,Progressive Automotive Systs,Snap-on,,,,
Winworks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Progressive Automotive Systs,winworks,1993,1993,,,,37,winworks.com,$ -,$4.4M,"Placerville, California",Private,,Y,,,ALLDATA,Mitchell 1,Motor Information System,Motologic,Identifix,Progressive Automotive Systs,Snap-on,,,,
Snap-on,rowriter,1977,1977,,,,22,rowriter.com,$ -,$ < 1M,"Juno Beach, Florida",Private,,Y,,,ALLDATA,Mitchell 1,Identifix,Motor Information System,Fullbay,Motologic,Winworks,,,,
MediaRadar,snapon,1920,1920,,,,12600,snapon.com,$ -,$2.9B,"Kenosha, Wisconsin",Private,,Y,NYSE SNA,,Mac Tools,ALLDATA,Hunter Engineering Company,Bosch,Matco,Mitchell 1,Motor Information System,Motologic,,,
WARC,mediaradar,2007,2007,,,,441,mediaradar.com,$6.7M,$2M,"New York, New York",Private,,Y,,,Red Books,Cision,WARC,SproutLoud,AdMall,Meltwater,Zignal Labs,Kantar Media,,,
Kantar Media,warc,1985,1985,,,,1200,warc.com,$ -,$15.2M,"London, England",Private,,Subsidiary of Ascential Plc,,,Stylus,Mintel,WGSN,Iconoculture,eMarketer,Euromonitor International,Fashion Snoops,NPD,,,
Stylus,kantarmedia,2010,2010,,,,429,kantarmedia.com,$ -,$151.7M,"London, England",Private,,Subsidiary of Kantar Group,,,MediaRadar,Red Books,Publicis Events,Vidiro Analytics,iQ Media,Stone House Systems,Winmo,PRIME Research International,,,
Cision,stylus,2009,2009,,,,59,stylus.com,$ -,$38.9M,"London, England",Private,,Y,,,WGSN,Fashion Snoops,Mintel,Trend Hunter,Iconoculture,WARC,Euromonitor International,The Future Laboratory,,,
WGSN,cision,1867,1867,,,,4000,cision.com,$ -,$683.6M,"Chicago, Illinois",Private,,Y,NYSE CISN,,Meltwater,Zignal Labs,TrendKite,Synthesio,Brandwatch,NetBase,Talkwalker,Crimson Hexagon,,,
Mintel,wgsn,1998,1998,,,,269,wgsn.com,$ -,$13.4M,"New York, New York",Private,,Subsidiary of EMAP,,,Fashion Snoops,Stylus,The Future Laboratory,First Insight,WARC,Trend Hunter,Iconoculture,Mintel,,,
SproutLoud,mintel,1972,1972,,,,456,mintel.com,$ -,$68.2M,"London, England",Private,,Y,,,Euromonitor International,NPD,IRI,Kantar,ASIS Research Group,GlobalData,Datamonitor,Innova Database,,,
Solera Holdings,sproutloud,2005,2005,,,,183,sproutloud.com,$ -,$31.1M,"Sunrise, Florida",Private,,Y,,,Zift Solutions,Impartner,Revenew,Netsertive,Entomo,Pica9,AdMall,BrandMuscle,,,
UnityWorks,solera,2005,2005,,,,5500,solera.com,$ -,$1.1B,"Westlake, Texas",Private,,Y,,,Jato,ALLDATA,Mitchell 1,Motor Information System,Motologic,Winworks,,,,,
PMAM,unityworks,2001,2001,,,,133,unityworks.us,$ -,$ < 1M,"Minneapolis, Minnesota",Private,,"Subsidiary of Autodata Solutions, Inc",,,SpotX,Jato,YuMe,Liquidus,StickyADS.tv,Flick Fusion,Dealer.com,,,,
SugarCRM,pmam,1999,1999,,,,250,pmam.com,$ -,$75.5M,"Dallas, Texas",Private,,Y,,,SugarCRM,Talisma,SplendidCRM Software,Zoho,Kreato CRM,Oracle,Kayako,Insightly,,,
Zoho,sugarcrm,2004,2004,,,,437,sugarcrm.com,$ -,$96.8M,"Cupertino, California",Private,,Y,,,Insightly,Zoho,Pipedrive,Desk,Maximizer,Inventive Smi,Salesboom,Kayako,,,
Insightly,zohocorp,1996,1996,,,,7500,zohocorp.com,$ -,$310M,"Pleasanton, California",Private,,Y,,,SugarCRM,Pipedrive,Insightly,Desk,HappyFox,Kayako,Salesboom,Inventive Smi,,,
Tenmiles,tenmiles,,,,,,68,tenmiles.com,$ -,$5.4M,,Private,,Y,,,Akee Technologies,Kripya,Jeganee Technologies,Akeetechnologies,Essh Apps Technologies,InfrasoftTech,Aptara,Datamatics,,,
Crmngle,crmngle,,,,,,171,crmngle.com,$ -,$35.8M,"Hackettstown, New Jersey",Private,,Y,,,SugarCRM,Zoho,Insightly,Pipedrive,Kreato CRM,Desk,Maximizer,Kayako,,,
Pipedrive,pipedrive,2010,2010,,,,353,pipedrive.com,$79.4M,$12M,"New York, New York",Private,,Y,,,Salesboom,SalesLoft,Shore,Outreach,Velocify,InsideSales,ToutApp,,,,
Xiaoshouyi,xiaoshouyi,2011,2011,,,,78,xiaoshouyi.com,$55M,$1.7M,"Chaoyang, Beijing Municipality",Private,,Y,,,Kreato CRM,Insightly,BeetleRim,Inventive Smi,PMAM,SugarCRM,SalesTactix,Zoho,,,
Rusada,rusada,1987,1987,,,,31,rusada.com,$ -,$20.9M,"Vevey, Vaud",Private,,Y,,,Airline Software,Presagis,Mxi Technologies,Amadeus It Group,IBS Software Services,Tavisca,Camp Systems,Trax,,,
IFS AB,ifsworld,1983,1983,,,,3500,ifsworld.com,$ -,$511.1M,"Linkoping, Östergötlands län",Public,2004-11-03,Subsidiary of EQT Holdings AB,,,Databasics,Selectbs,Coresystems,FieldAware,Astea International,ClickSoftware,ServiceTitan,WennSoft,,,
Mxi Technologies,mxi,1996,1996,,,,149,mxi.com,$ -,$15M,"Ottawa, Ontario",Private,,Subsidiary of IFS AB,,,Airline Software,Rusada,Presagis,Amadeus It Group,IBS Software Services,Tavisca,Camp Systems,Traxxall,,,
Kenandy,kenandy,2010,2010,,,,116,kenandy.com,$55M,$6.9M,"Redwood, CityCalifornia",Private,,Subsidiary of Rootstock Software,,,Ascent ERP,Global Shop Solutions,Epicor,Acumatica,Shoptech,Infor,NetSuite,FinancialForce,,,
Brightpearl,brightpearl,2007,2007,,,,94,brightpearl.com,$49M,$8.2M,"Bristol, England",Private,,Y,,,Stitch Labs,TradeGecko,Volo Commerce,Ordoro,Sellbrite,Vinculum Solutions,RetailOps,SAP,,,
Swiss AviationSoftware,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Dynamics GP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultramain,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrenalin,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Shop Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plex Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAD,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQMS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consona,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProcessPro,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halogen Software,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewsnap,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peoplefluent,,,,,,,,,,,,,,,,,,,,,,,,,,,
SumTotal Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
BetterWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumesse,,,,,,,,,,,,,,,,,,,,,,,,,,,
AchieveIt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Geese,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinculum Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Intacct,,,,,,,,,,,,,,,,,,,,,,,,,,,
Showroom Logic,,,,,,,,,,,,,,,,,,,,,,,,,,,
PureCars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topbuilder Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conversica,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Gardens Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield Manor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchorpestcontrol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time And Time Again Antiques And Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Gulf Manor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Wood Products,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Haven Cars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autonetworkpensacola,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marengo Auto Group,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Of Pensacola,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000 Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Union Of Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uvsluxury,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carsandconcepts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melbourne BMW,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rpt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolls-royce Motorcars Las Vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casienna Apartment Homes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro Village Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campus Crossings On Alafaya,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohemian Maids,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Water Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweeter Than The Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bail Bonds Orlando Fl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shine On Advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magic Imports of Gainesville,,,,,,,,,,,,,,,,,,,,,,,,,,,
Used Cars Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Brokers Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upriteautosalesfl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Autos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upriteautosales,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral Springs Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmie Vickers PreOwned Jeep Store,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Acura,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billiardmanllc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proctor Acura,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikon Motors,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheehanbuickgmc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleautomall,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lauderdale Nissan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance Plus Auto Repair - Coral Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan Cremation & Funeral Care,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartside Ministry,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish Theatre Grand Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geckohead,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphix Outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easyrotor Helicopter & Aviation Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Financial Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmody Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Erdman Toyota,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikon Motors,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheehanbuickgmc,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleautomall,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lauderdale Nissan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance Plus Auto Repair - Coral Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnum Helicopter,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACES Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Traverse City Helicopters, Llc Dba Tc Flying Adventures",,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliair,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dssmicro,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTI Instruments,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flying Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biplanefun,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotiabank,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weaver Pat Long,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIBC,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiggin and Dana,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSBC Bank Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gowithbrad,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-paint,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Painters,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northsdcountyhomevalues,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego Painters - Best Choice Painting Improvements,,,,,,,,,,,,,,,,,,,,,,,,,,,
Searchsandiegocountyhomes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lookatsandiegohomes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitech Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Bullard Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotts Motor Werks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Mercedes Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sewell,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Mini Specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Tattoo Shops,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foryourarms.com Foryourarms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autonation Toyota Scion North Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Kent Cadillac,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Greene Motors,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hub Hyundai,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millstoyota,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverland Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skye Tx Realty Group,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparklingswimmingpools,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Harding Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleobayhonda,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin City Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda of Clearlake,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Handling Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,
